,text
4409,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.
4410,@SouthwestAir freezing in the plane
4411,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are
4412,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon
4413,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us
4414,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first
4415,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable
4416,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr
4417,"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page"
4418,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?"
4419,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.
4420,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED
4421,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN
4422,@SouthwestAir can you please make sense of the companion promo? How to we set it up?
4423,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2
4424,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!
4425,@SouthwestAir frustrating indeed especially when no one knows what the issue is....
4426,@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?
4427,"@SouthwestAir That was Chantilly, Paris, France."
4428,@SouthwestAir and thx for not responding
4429,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?
4430,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
4431,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?
4432,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue
4433,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.
4434,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook
4435,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30
4436,@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash
4437,@SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information.
4438,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?"
4439,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers"
4440,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625"
4441,@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.
4442,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
4443,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!
4444,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?"
4445,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.
4446,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......
4447,@SouthwestAir Thank you!
4448,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers
4449,@SouthwestAir Customer Centricity is knowing people #ANAMarketers
4450,"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice"
4451,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers
4452,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed"
4453,@SouthwestAir ok thank you  i hope  so too
4454,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.
4455,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines"
4456,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️
4457,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?"
4458,"@SouthwestAir Why, when I booked via phone after calling the A List preferred #, didn't my KTA get added to the ticket??? Must I use web?"
4459,"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone."
4460,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC
4461,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper"
4462,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!
4463,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?
4464,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_
4465,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI
4466,@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?
4467,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee
4468,"@SouthwestAir Thanks for the text, but not exactly timely 8). Data throughout issues today maybe? http://t.co/aaU9MKA6Zy"
4469,@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!
4470,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees
4471,"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring."
4472,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget..."
4473,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation
4474,@SouthwestAir why is customer relations still not open....in Texas?!
4475,@SouthwestAir Thank you for the tip!
4476,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky
4477,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.
4478,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!"
4479,"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations."
4480,@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?
4481,@SouthwestAir sent
4482,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.
4483,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay
4484,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!
4485,^CB how do you know? @SouthwestAir
4486,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight."
4487,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.
4488,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB
4489,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable
4490,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?
4491,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.
4492,@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed
4493,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good
4494,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes
4495,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers
4496,@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong
4497,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f
4498,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems
4499,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG"
4500,@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me
4501,"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear"
4502,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night."
4503,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it."
4504,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.
4505,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?
4506,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip"
4507,@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6
4508,"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?"
4509,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes"
4510,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS
4511,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!
4512,@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment
4513,@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool
4514,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks."
4515,@SouthwestAir wifi stays connected about the lifetime of a higgs boson
4516,@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day
4517,@SouthwestAir When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?
4518,@SouthwestAir making me miss #TheBachelor right now #wah
4519,@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation
4520,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer
4521,@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel
4522,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors
4523,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
4524,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2
4525,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊
4526,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy
4527,@SouthwestAir reference #: 261093929756
4528,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.
4529,@SouthwestAir Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.
4530,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D"
4531,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked
4532,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.
4533,@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!
4534,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT"
4535,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz
4536,@SouthwestAir thanks!
4537,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1"
4538,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
4539,"See you in ATL! “@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd”"
4540,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?
4541,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter."
4542,@SouthwestAir will do - if you follow back I can DM that info
4543,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
4544,@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ
4545,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking
4546,@SouthwestAir thankyou :))❤️
4547,@SouthwestAir how much is ur wifi fam
4548,@SouthwestAir @Imaginedragons I tried. 😔 It's okay
4549,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest
4550,@SouthwestAir thanks for the great customer service today! 👍👌
4551,@SouthwestAir is the vinyl part of the prize too?
4552,@SouthwestAir beyond ready
4553,"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service"
4554,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68
4555,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ
4556,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.
4557,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin
4558,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂
4559,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot
4560,@SouthwestAir following. Thank you.
4561,@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.
4562,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it
4563,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy
4564,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed
4565,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?
4566,@SouthwestAir It's all good. Thanks!
4567,@SouthwestAir thank you :)
4568,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight
4569,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!"
4570,@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...
4571,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?
4572,@SouthwestAir any word when the customer relations department will open back up?
4573,@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊
4574,@SouthwestAir  Just left there  Friday!
4575,@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀
4576,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :)
4577,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!
4578,@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40
4579,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go
4580,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable
4581,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights."
4582,@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!
4583,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome"
4584,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.
4585,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can
4586,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.
4587,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?
4588,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH
4589,@SouthwestAir honesty should always be the policy
4590,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
4591,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv
4592,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity"
4593,@SouthwestAir any deals to orlando in April/may??
4594,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ
4595,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P
4596,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule."
4597,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!
4598,@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/
4599,@SouthwestAir prove it
4600,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!
4601,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations
4602,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa"
4603,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?
4604,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp
4605,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
4606,@SouthwestAir no fare giving out clues.  In route now.
4607,@SouthwestAir telling my Fam in Vegas now. :)
4608,@SouthwestAir How many tickets are left?
4609,@SouthwestAir thank you!
4610,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7
4611,@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.
4612,@SouthwestAir Why do you have to be 18 😭
4613,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury."
4614,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!"
4615,@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...
4616,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
4617,"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action."
4618,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!
4619,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?"
4620,@SouthwestAir are 5 people there?
4621,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl
4622,"“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW"
4623,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons
4624,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH
4625,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?
4626,"@SouthwestAir Dang, if only practice was an hour Late Flightr today..."
4627,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
4628,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather
4629,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises
4630,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?
4631,@SouthwestAir really easy for locals to get down to the strip. book.
4632,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...
4633,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
4634,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it."
4635,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.
4636,@SouthwestAir how do get priority seating after you already paid for the flight
4637,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
4638,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?
4639,@SouthwestAir best airline 👌
4640,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
4641,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!
4642,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
4643,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David."
4644,@southwestair watching planes do their thing https://t.co/iItoJhUIKH
4645,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
4646,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.
4647,@SouthwestAir continues to prove to be the best airlines 💪
4648,@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons
4649,@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149
4650,@SouthwestAir thanks!!
4651,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays
4652,@SouthwestAir but when do I get my gin &amp; tonic !?!?
4653,@SouthwestAir is this a sick joke? #toyingwithouremotions
4654,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????"
4655,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!
4656,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
4657,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel"
4658,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans"
4659,@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty
4660,"@SouthwestAir done. Sorry, I thought I was already."
4661,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?"
4662,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
4663,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice."
4664,"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home.."
4665,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
4666,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!
4667,"@SouthwestAir Thanks, you guys are the best"
4668,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.
4669,@SouthwestAir if only you could control the weather in Las Vegas 😉
4670,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?
4671,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?
4672,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip
4673,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!
4674,@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?
4675,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow."
4676,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!
4677,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
4678,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?"
4679,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!
4680,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha
4681,@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.
4682,"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable"
4683,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition
4684,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy"
4685,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!
4686,@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/
4687,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help"
4688,"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol."
4689,@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.
4690,@SouthwestAir My bag was not shown LUV did not make it to PHL with me.
4691,@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness
4692,@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
4693,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?
4694,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
4695,@SouthwestAir nice touch on the passbook integration!
4696,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards..."
4697,@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...
4698,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing"
4699,@SouthwestAir need assistance getting an extension on a flight that has expired.
4700,@SouthwestAir Awesome. Thanks! You guys rock!
4701,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?"
4702,@SouthwestAir when can we expect customer service in Dallas to be available
4703,@SouthwestAir it eventually arrived. just seemed really slow. :)
4704,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed."
4705,@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.
4706,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0
4707,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
4708,@SouthwestAir yep. 99.99999999% certain it was on that flight.
4709,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
